feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	ks_distance
10	77	proteomics_11	proteomics_78	random.realistic.proteomics	-0.022466666666666666
21	79	proteomics_22	proteomics_80	random.realistic.proteomics	0.022400000000000003
4	75	proteomics_5	proteomics_76	random.realistic.proteomics	-0.0224
60	127	proteomics_61	metagenomics_28	random.realistic.metagenomics	0.0224
94	69	proteomics_95	proteomics_70	random.realistic.proteomics	-0.022333333333333334
22	15	proteomics_23	proteomics_16	random.realistic.proteomics	-0.022333333333333334
91	2	proteomics_92	proteomics_3	random.realistic.proteomics	0.022333333333333334
56	95	proteomics_57	proteomics_96	random.realistic.proteomics	0.022333333333333334
6	54	proteomics_7	proteomics_55	random.realistic.proteomics	-0.022266666666666667
32	133	proteomics_33	metagenomics_34	random.realistic.metagenomics	-0.022266666666666667
72	56	proteomics_73	proteomics_57	random.realistic.proteomics	-0.022266666666666667
3	77	proteomics_4	proteomics_78	random.realistic.proteomics	0.022266666666666667
40	72	proteomics_41	proteomics_73	random.realistic.proteomics	-0.022266666666666667
30	110	proteomics_31	metagenomics_11	random.realistic.metagenomics	-0.022266666666666667
49	12	proteomics_50	proteomics_13	random.realistic.proteomics	-0.022266666666666667
53	45	proteomics_54	proteomics_46	random.realistic.proteomics	-0.022266666666666667
53	63	proteomics_54	proteomics_64	random.realistic.proteomics	-0.022266666666666667
85	25	proteomics_86	proteomics_26	random.realistic.proteomics	-0.022266666666666664
0	77	proteomics_1	proteomics_78	random.realistic.proteomics	-0.022266666666666664
65	143	proteomics_66	metagenomics_44	random.realistic.metagenomics	-0.0222
86	0	proteomics_87	proteomics_1	random.realistic.proteomics	0.0222
20	118	proteomics_21	metagenomics_19	random.realistic.metagenomics	-0.0222
32	121	proteomics_33	metagenomics_22	random.realistic.metagenomics	0.0222
12	3	proteomics_13	proteomics_4	random.realistic.proteomics	0.0222
0	11	proteomics_1	proteomics_12	random.realistic.proteomics	-0.022199999999999998
12	93	proteomics_13	proteomics_94	random.realistic.proteomics	-0.022199999999999998
88	136	proteomics_89	metagenomics_37	random.realistic.metagenomics	-0.022199999999999998
