epoch	Loss	Cross-Entropy	Sum of Squared Errors	KLD
398	0.6840794404347738	0.0	0.6840794404347738	2.673613484679057e-08
399	0.6872421662012737	0.0	0.6872421662012737	2.673590628887723e-08
400	0.6808951338132222	0.0	0.6808951338132222	2.6790150897681996e-08
401	0.6869088331858317	0.0	0.6869088331858317	2.6778812885671262e-08
402	0.6827715794245403	0.0	0.6827715794245403	2.6805234772571868e-08
403	0.6787062009175618	0.0	0.6787062009175618	2.68120887862248e-08
404	0.6886096755663554	0.0	0.6886096755663554	2.6809591465356184e-08
405	0.6884211778640748	0.0	0.6884211778640748	2.680067450929376e-08
406	0.6843901038169861	0.0	0.6843901038169861	2.6806442339951294e-08
407	0.6883378624916077	0.0	0.6883378624916077	2.6829816945905803e-08
408	0.6869368950525919	0.0	0.6869368950525919	2.6836743553341572e-08
409	0.681507960955302	0.0	0.681507960955302	2.6864669067094836e-08
410	0.675370971361796	0.0	0.675370971361796	2.6886616547964574e-08
411	0.6876722892125448	0.0	0.6876722892125448	2.6863701189464944e-08
412	0.6887498060862224	0.0	0.6887498060862224	2.6852589840586914e-08
413	0.6817119876543681	0.0	0.6817119876543681	2.6918277621727307e-08
414	0.6843743125597636	0.0	0.6843743125597636	2.694048433227181e-08
415	0.6790356636047363	0.0	0.6790356636047363	2.6941428169872474e-08
416	0.6863878806432088	0.0	0.6863878806432088	2.6964813433968023e-08
417	0.6800744692484538	0.0	0.6800744692484538	2.7027640688478034e-08
418	0.6747925758361817	0.0	0.6747925758361817	2.7041681960326968e-08
419	0.6830440521240234	0.0	0.6830440521240234	2.7006612649908373e-08
420	0.6740018288294475	0.0	0.6740018288294475	2.697556939305438e-08
421	0.6750049829483032	0.0	0.6750049829483032	2.7024874190336352e-08
422	0.676304026444753	0.0	0.676304026444753	2.7081302652239476e-08
423	0.6741083860397339	0.0	0.6741083860397339	2.706182691269987e-08
424	0.6755532145500183	0.0	0.6755532145500183	2.7088976276938108e-08
425	0.6866201996803284	0.0	0.6866201996803284	2.705518582502009e-08
426	0.68205912510554	0.0	0.68205912510554	2.709802231493086e-08
427	0.6804453174273173	0.0	0.6804453174273173	2.7090813266757625e-08
428	0.6822486639022827	0.0	0.6822486639022827	2.7137676639199527e-08
429	0.6613719542821248	0.0	0.6613719542821248	2.7193288569075472e-08
430	0.6716806133588155	0.0	0.6716806133588155	2.7209907097850798e-08
431	0.6770170450210571	0.0	0.6770170450210571	2.7230570154301857e-08
432	0.6731447776158651	0.0	0.6731447776158651	2.71850501813257e-08
433	0.6695569038391114	0.0	0.6695569038391114	2.7229481602830675e-08
434	0.6698322812716166	0.0	0.6698322812716166	2.724381407877748e-08
435	0.6710939804712931	0.0	0.6710939804712931	2.7234884332945816e-08
436	0.6720850070317587	0.0	0.6720850070317587	2.7285837944646117e-08
437	0.6656591335932414	0.0	0.6656591335932414	2.7268309565897652e-08
438	0.6645628571510315	0.0	0.6645628571510315	2.7317817104706896e-08
439	0.6725831429163615	0.0	0.6725831429163615	2.7278827137896163e-08
440	0.6680781920750936	0.0	0.6680781920750936	2.7345163644554304e-08
441	0.6600082953770955	0.0	0.6600082953770955	2.7324833714222527e-08
442	0.6615352749824523	0.0	0.6615352749824523	2.73556315969851e-08
443	0.6701517939567566	0.0	0.6701517939567566	2.734999545358126e-08
444	0.6691986481348674	0.0	0.6691986481348674	2.7350156036239544e-08
445	0.666426972548167	0.0	0.666426972548167	2.739370910849933e-08
446	0.6639358639717102	0.0	0.6639358639717102	2.7420689481990243e-08
447	0.6654083569844563	0.0	0.6654083569844563	2.7412952974259496e-08
448	0.6717782417933146	0.0	0.6717782417933146	2.7425812495115073e-08
449	0.6593629082043966	0.0	0.6593629082043966	2.744166991419661e-08
